AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,x_CostCategories,x_Discounts,x_Operation,x_ServiceCode,x_UsageType,Tags
,0.0029812689,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,2025-03-02 00:00:00+00:00,2025-03-01 23:00:00+00:00,,,,,,0.0694934476,GB-Months,0.0029812689,0.042899999971,0.0029812689,Amazon Web Services Australia Pty Ltd,0.0038221396,0.055,Standard,0.0694934476,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:849332123072:fancfubg/fanc-59n552896972n781o,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,849332123072,fg-svanaprvg-op-cebq,[],"[[""total_discount"", -0.0008408707], [""bundled_discount"", 0.0], [""edp_discount"", -0.0008408707]]",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage,"{""application"": ""fg-svanaprvg-op-cebq"", ""environment"": null, ""cost_center"": ""5555674520""}"
,6.33E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,USD 0.023 per GB-month of backup storage exceeding free allocation for Aurora MySQL,Usage-Based,2025-03-07 21:00:00+00:00,2025-03-07 20:00:00+00:00,,,,,,0.0035289846,GB-Months,6.33E-05,0.017940004612,6.33E-05,Amazon Web Services Australia Pty Ltd,8.12E-05,0.023,Standard,0.0035289846,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:eqf:nc-fbhgurnfg-7:646924912074:pyhfgre-fancfubg:qb-abg-qryrgr-sg-cebq-qehcny4,,,Databases,Amazon Relational Database Service,GGU4B35Z3RPJRRQJ,GGU4B35Z3RPJRRQJ.JRTCKXETXF.6YS6EN2CT7,646924912074,gsafj-nqfg-qvpr-cebq,[],"[[""total_discount"", -1.78567e-05], [""bundled_discount"", 0.0], [""edp_discount"", -1.78567e-05]]",CreateDBInstance:0016,AmazonRDS,APS2-Aurora:BackupUsage,"{""application"": ""gsafj-nqfg-qvpr-cebq"", ""environment"": null, ""cost_center"": ""5555637670""}"
,1.35E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,2025-03-07 00:00:00+00:00,2025-03-06 23:00:00+00:00,,,,,,0.0003150202,GB-Months,1.35E-05,0.042900106088,1.35E-05,Amazon Web Services Australia Pty Ltd,1.73E-05,0.055,Standard,0.0003150202,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:741834794295:fancfubg/fanc-5505o7771q173o6o0,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,741834794295,gsafj-nnv-qngncyngsbez-abacebq,[],"[[""total_discount"", -3.8117e-06], [""bundled_discount"", 0.0], [""edp_discount"", -3.8117e-06]]",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage,"{""application"": ""gsafj-nnv-qngncyngsbez-abacebq"", ""environment"": null, ""cost_center"": ""5555686584""}"
,2.02E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,USD 0.098 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),Usage-Based,2025-03-15 04:00:00+00:00,2025-03-15 03:00:00+00:00,,,,,,2.65E-07,GB,2.02E-08,0.076370510397,2.02E-08,Amazon Web Services Australia Pty Ltd,2.59E-08,0.098,Standard,2.65E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gcn-rkgenpgf,,bucket,Storage,Amazon Simple Storage Service,FHM46SK5YAEMPW6N,FHM46SK5YAEMPW6N.JRTCKXETXF.6YS6EN2CT7,397057950069,gsafj-nnv-qvn-cebq,[],"[[""total_discount"", -5.7e-09], [""bundled_discount"", 0.0], [""edp_discount"", -5.7e-09]]",ReadLocation,AmazonS3,APS2-EUN1-AWS-Out-Bytes,"{""application"": ""gsafj-nnv-qvn-cebq"", ""environment"": null, ""cost_center"": ""5555686584""}"
,0.0100645161,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.096 per GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Sydney),Usage-Based,2025-03-14 17:00:00+00:00,2025-03-14 16:00:00+00:00,,,,,,0.1344086022,GB-Months,0.0100645161,0.074879999756,0.0100645161,Amazon Web Services Australia Pty Ltd,0.0129032258,0.096,Standard,0.1344086022,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-5p65s644o8s9113rs,,volume,Storage,Amazon Elastic Compute Cloud,QR74UAP3E9WUYT9B,QR74UAP3E9WUYT9B.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", -0.0028387097], [""bundled_discount"", 0.0], [""edp_discount"", -0.0028387097]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeUsage.gp3,"{""application"": ""Bayvar Ercynprzrag Cebqhpgf"", ""environment"": null, ""cost_center"": ""5555637688""}"
,4.68E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,2025-03-08 13:00:00+00:00,2025-03-08 12:00:00+00:00,,,,,,2,Requests,4.68E-06,2.34E-06,4.68E-06,Amazon Web Services Australia Pty Ltd,6.00E-06,3.00E-06,Standard,2,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:xzf:nc-fbhgurnfg-7:080088901796:xrl/n6r3sr73-s80n-9o43-41p1-s27r981173o7,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,80088901796,gsafj-qpvf-gav-cebq,[],"[[""total_discount"", -1.32e-06], [""bundled_discount"", 0.0], [""edp_discount"", -1.32e-06]]",DescribeKey,awskms,ap-southeast-2-KMS-Requests,"{""application"": ""gsafj-qpvf-gav-cebq"", ""environment"": null, ""cost_center"": ""5555697595""}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-07 19:00:00+00:00,2025-03-07 18:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),pbaprffvbaf-fgt-bhgchg,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,804200162659,gsafj-pcf-pbaprffvbaf-abacebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadACL,AmazonS3,APS2-Requests-Tier2,"{""application"": ""gsafj-pcf-pbaprffvbaf-abacebq"", ""environment"": null, ""cost_center"": null}"
ap-southeast-2a,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00 for 1250 Mbps per m6i.xlarge instance-hour (or partial hour),Usage-Based,2025-03-05 14:00:00+00:00,2025-03-05 13:00:00+00:00,,,,,,0.747778,Hours,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,0.747778,Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-5pr0102208sqs2661,,,Storage,Amazon Elastic Compute Cloud,S46HUSZPUPHHW83N,S46HUSZPUPHHW83N.JRTCKXETXF.6YS6EN2CT7,109109633068,gsafj-pbecvg-rdhvccebwqri-abacebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",Hourly,AmazonEC2,APS2-EBSOptimized:m6i.xlarge,"{""application"": ""gsafj-pbecvg-rdhvccebwqri-abacebq"", ""environment"": null, ""cost_center"": ""6555637679""}"
,7.02E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,2025-03-16 12:00:00+00:00,2025-03-16 11:00:00+00:00,,,,,,3,Requests,7.02E-06,2.34E-06,7.02E-06,Amazon Web Services Australia Pty Ltd,9.00E-06,3.00E-06,Standard,3,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:xzf:nc-fbhgurnfg-7:845706446224:xrl/76407o5o-rp9n-9505-31rq-r7n306r0634p,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,845706446224,gsafj-bf-fuvsgznantrzrag-cebq,[],"[[""total_discount"", -1.98e-06], [""bundled_discount"", 0.0], [""edp_discount"", -1.98e-06]]",DescribeKey,awskms,ap-southeast-2-KMS-Requests,
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00 per GB - regional data transfer - in/out/between EC2 Azs or using elastic IPs or ELB,Usage-Based,2025-03-07 09:00:00+00:00,2025-03-07 08:00:00+00:00,,,,,,0.0002157632,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,0.0002157632,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:646924912074:icp-raqcbvag/icpr-54574oo26386rn845,,,Networking,Amazon Virtual Private Cloud,5EA4W2JJSR2QXS69,5EA4W2JJSR2QXS69.JRTCKXETXF.6YS6EN2CT7,646924912074,gsafj-nqfg-qvpr-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",VpcEndpoint,AmazonVPC,APS2-DataTransfer-xAZ-In-Bytes,"{""application"": ""gsafj-nqfg-qvpr-cebq"", ""environment"": null, ""cost_center"": ""5555637670""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00 per GB - regional data transfer - in/out/between EC2 Azs or using elastic IPs or ELB,Usage-Based,2025-03-11 03:00:00+00:00,2025-03-11 02:00:00+00:00,,,,,,0.0009156428,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,0.0009156428,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-5125pq79644442noo,,,Compute,Amazon Elastic Compute Cloud,BME433TEPTCMNR43,BME433TEPTCMNR43.JRTCKXETXF.6YS6EN2CT7,110780570035,ezf-onuf-njf-abacebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",InterZone-Out,AmazonEC2,APS2-DataTransfer-xAZ-Out-Bytes,"{""application"": ""NepTvf Ebnqf"", ""environment"": null, ""cost_center"": null}"
,2.19E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.094 per GB - next 100 TB / month data transfer out,Usage-Based,2025-03-12 02:00:00+00:00,2025-03-12 01:00:00+00:00,,,,,,2.99E-07,GB,2.19E-08,0.073244147157,2.19E-08,Amazon Web Services Australia Pty Ltd,2.81E-08,0.094,Standard,2.99E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gsafj-629630138737-abacebq,,bucket,Storage,Amazon Simple Storage Service,KRXM4TG87VW2NPHA,KRXM4TG87VW2NPHA.JRTCKXETXF.N9EW5UVVPA,573165919612,gsafj-nalpybhq-ppe-cebq,[],"[[""total_discount"", -6.2e-09], [""bundled_discount"", 0.0], [""edp_discount"", -6.2e-09]]",ReadBucketServerSideEncryption,AmazonS3,APS2-DataTransfer-Out-Bytes,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": null}"
,0.01404,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.018 per Traffic Mirroring Source Hour,Usage-Based,2025-03-12 12:00:00+00:00,2025-03-12 11:00:00+00:00,,,,,,1,Hours,0.01404,0.01404,0.01404,Amazon Web Services Australia Pty Ltd,0.018,0.018,Standard,1,Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:849332123072:argjbex-vagresnpr/rav-5r71372posq10p368,,,Networking,Amazon Virtual Private Cloud,M2BQUKHRPNCRGQGP,M2BQUKHRPNCRGQGP.JRTCKXETXF.6YS6EN2CT7,849332123072,fg-svanaprvg-op-cebq,[],"[[""total_discount"", -0.00396], [""bundled_discount"", 0.0], [""edp_discount"", -0.00396]]",ENI-to-ENI,AmazonVPC,APS2-ENI-Mirror,"{""application"": ""fg-svanaprvg-op-cebq"", ""environment"": null, ""cost_center"": ""5555674520""}"
ap-southeast-2,0.078,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.1 per T3 Medium Cache node-hour (or partial hour) running Redis,Usage-Based,2025-03-17 23:00:00+00:00,2025-03-17 22:00:00+00:00,,,,,,1,Hours,0.078,0.078,0.078,Amazon Web Services Australia Pty Ltd,0.1,0.1,Standard,1,Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rynfgvpnpur:nc-fbhgurnfg-7:465131898354:pyhfgre:pxe698lbtx8tqfth-556,,,Databases,Amazon ElastiCache,GTHE7KAW9WGJ5GAE,GTHE7KAW9WGJ5GAE.JRTCKXETXF.6YS6EN2CT7,465131898354,gsafj-pfg-bcraqngncbegny-abacebq,[],"[[""total_discount"", -0.022], [""bundled_discount"", 0.0], [""edp_discount"", -0.022]]",CreateCacheCluster:0002,AmazonElastiCache,APS2-NodeUsage:cache.t3.medium,"{""application"": null, ""environment"": null, ""cost_center"": null}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,AWS Lambda - Total Compute - Asia Pacific (Sydney)-Tier-1,Usage-Based,2025-03-02 03:00:00+00:00,2025-03-02 02:00:00+00:00,Spend,nea:njf:fnivatfcynaf::428183493173:fnivatfcyna/42025099-91q3-9ss1-415s-o4394s87or17,,Used,Savings Plan,0.395875,Lambda-GB-Seconds,5.15E-06,1.30E-05,4.54E-06,Amazon Web Services Australia Pty Ltd,6.60E-06,1.67E-05,Committed,0.395875,Lambda-GB-Seconds,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ynzoqn:nc-fbhgurnfg-7:235045897147:shapgvba:FgnpxFrg-NP-Freivpr-Pngny-FgnpxFrgErfbheprShapgvba-CUJZDJv1wZjV,,,Compute,AWS Lambda,4NX7CSSF3DVPXWBT,4NX7CSSF3DVPXWBT.JRTCKXETXF.CUKFZ388N3,235045897147,gsafj-bf-cgvcf57-abacebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",Invoke,AWSLambda,APS2-Lambda-GB-Second,"{""application"": ""gsafj-bf-cgvcf57-abacebq"", ""environment"": null, ""cost_center"": ""5555687575""}"
,3.90E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.05 per 10000 API Requests,Usage-Based,2025-03-15 15:00:00+00:00,2025-03-15 14:00:00+00:00,,,,,,1,API Requests,3.90E-06,3.90E-06,3.90E-06,Amazon Web Services Australia Pty Ltd,5.00E-06,5.00E-06,Standard,1,API Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:frpergfznantre:nc-fbhgurnfg-7:052215556563:frperg:genafcbeg/nccf/ezfpber-sr/ezfpber-sr/qri/erpncgpun-TI9tpn,,,Identity,AWS Secrets Manager,79UWV932AH7VMY2Z,79UWV932AH7VMY2Z.JRTCKXETXF.6YS6EN2CT7,52215556563,gsafj-nqfg-qvpr-qri,[],"[[""total_discount"", -1.1e-06], [""bundled_discount"", 0.0], [""edp_discount"", -1.1e-06]]",GetResourcePolicy,AWSSecretsManager,APS2-AWSSecretsManagerAPIRequest,"{""application"": ""gsafj-nqfg-qvpr-qri"", ""environment"": null, ""cost_center"": ""5555637670""}"
,4.20E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.134 per GB of vended logs ingested in Standard log class for the next 20TB - Asia Pacific (Sydney),Usage-Based,2025-03-14 07:00:00+00:00,2025-03-14 06:00:00+00:00,,,,,,0.0004013712,GB,4.20E-05,0.104519955592,4.20E-05,Amazon Web Services Australia Pty Ltd,5.38E-05,0.134,Standard,0.0004013712,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ybtf:nc-fbhgurnfg-7:845706446224:ybt-tebhc:/njf/icp,,,Management and Governance,AmazonCloudWatch,AQ53AYG3UWDJK89G,AQ53AYG3UWDJK89G.JRTCKXETXF.AMET9K77J3,845706446224,gsafj-bf-fuvsgznantrzrag-cebq,[],"[[""total_discount"", -1.18324e-05], [""bundled_discount"", 0.0], [""edp_discount"", -1.18324e-05]]",PutLogEvents,AmazonCloudWatch,APS2-VendedLog-Bytes,"{""application"": ""gsafj-bf-fuvsgznantrzrag-cebq"", ""environment"": null, ""cost_center"": ""5555687575""}"
,0.0013572,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00174 per Instance-hrs for EC2-Scanning in Asia Pacific (Sydney),Usage-Based,2025-03-05 07:00:00+00:00,2025-03-05 06:00:00+00:00,,,,,,1,Instance-Hours,0.0013572,0.0013572,0.0013572,Amazon Web Services Australia Pty Ltd,0.00174,0.00174,Standard,1,Instance-Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:886281895427:vafgnapr/v-5o31591qp48441rns,,,Security,Amazon Inspector,3RS7K65H7WVBUJP4,3RS7K65H7WVBUJP4.JRTCKXETXF.6YS6EN2CT7,886281895427,ezf-onuf-njf-frphercebq,[],"[[""total_discount"", -0.0003828], [""bundled_discount"", 0.0], [""edp_discount"", -0.0003828]]",active,AmazonInspectorV2,APS2-EC2-Scanning,"{""application"": ""Qlangenpr Nccyvpngvba Zbavgbevat"", ""environment"": null, ""cost_center"": ""5555637688""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00 per GB - regional data transfer - in/out/between EC2 Azs or using elastic IPs or ELB,Usage-Based,2025-03-08 04:00:00+00:00,2025-03-08 03:00:00+00:00,,,,,,0.0009302692,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,0.0009302692,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-571q02499rpss4290,,,Compute,Amazon Elastic Compute Cloud,BME433TEPTCMNR43,BME433TEPTCMNR43.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",InterZone-Out,AmazonEC2,APS2-DataTransfer-xAZ-Out-Bytes,"{""application"": ""QEVIRF Frphevgl Znantrzrag Flfgrz"", ""environment"": null, ""cost_center"": ""5555637688""}"
,0.2102812904,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$1.567 per MBps-Month of provisioned ONTAP Multi-AZ throughput capacity - Asia Pacific (Sydney),Usage-Based,2025-03-16 16:00:00+00:00,2025-03-16 15:00:00+00:00,,,,,,0.1720430108,MiB/Second-Months,0.2102812904,1.222260000114,0.2102812904,Amazon Web Services Australia Pty Ltd,0.2695913979,1.567,Standard,0.1720430108,MiB/Second-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:sfk:nc-fbhgurnfg-7:505207151666:svyr-flfgrz/sf-5rpq930sp21710ro8,,,Storage,Amazon FSx,37AY9VGEYETD4BMY,37AY9VGEYETD4BMY.JRTCKXETXF.6YS6EN2CT7,505207151666,gsafj-pbecvg-rdhvccevzrcbp-abacebq,[],"[[""total_discount"", -0.0593101075], [""bundled_discount"", 0.0], [""edp_discount"", -0.0593101075]]",CreateFileSystem:ONTAP,AmazonFSx,APS2-ThroughputCapacity.MAZ,"{""application"": ""gsafj-pbecvg-rdhvccevzrcbp-abacebq"", ""environment"": null, ""cost_center"": null}"
,2.59E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.0195 per 1 million payload units,Usage-Based,2025-03-05 15:00:00+00:00,2025-03-05 14:00:00+00:00,,,,,,17,PutRequests,2.59E-07,1.52E-08,2.59E-07,Amazon Web Services Australia Pty Ltd,3.32E-07,1.95E-08,Standard,17,PutRequests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:xvarfvf:nc-fbhgurnfg-7:234622589025:fgernz/p7p-anv-qrivpr-ypffgnghf-wfba-cebq,,,Analytics,Amazon Kinesis,UKPZS9A34V4WXFQE,UKPZS9A34V4WXFQE.JRTCKXETXF.6YS6EN2CT7,234622589025,gsafj-nnv-qngncyngsbez-cebq,[],"[[""total_discount"", -7.29e-08], [""bundled_discount"", 0.0], [""edp_discount"", -7.29e-08]]",PutRequest,AmazonKinesis,APS2-PutRequestPayloadUnits,"{""application"": null, ""environment"": null, ""cost_center"": null}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.006 per provisioned IOPS-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-03 23:00:00+00:00,2025-03-03 22:00:00+00:00,,,,,,0,IOPS-Months,0,0.00468000000001,0,Amazon Web Services Australia Pty Ltd,0,0.006,Standard,0,IOPS-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-54n5op056p05q2o10,,,Storage,Amazon Elastic Compute Cloud,69EGQ83GFYZBFNWU,69EGQ83GFYZBFNWU.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-IOPS.gp3,"{""application"": ""QEVIRF Ertvfgel Cebprffbef"", ""environment"": null, ""cost_center"": ""5555637688""}"
,1.94E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.080 per GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Sydney),Usage-Based,2025-03-10 05:00:00+00:00,2025-03-10 04:00:00+00:00,,,,,,3.10E-07,GB,1.94E-08,0.062560464366,1.94E-08,Amazon Web Services Australia Pty Ltd,2.48E-08,0.08,Standard,3.10E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-northeast-2,Asia Pacific (Seoul),,,,Compute,AWS Step Functions,UUH7WE6SK7KTKBXM,UUH7WE6SK7KTKBXM.JRTCKXETXF.6YS6EN2CT7,242012921034,gsafj-rnv-bcraqngn-cebq,[],"[[""total_discount"", -5.5e-09], [""bundled_discount"", 0.0], [""edp_discount"", -5.5e-09]]",Unknown,AmazonStates,APN2-APS2-AWS-Out-Bytes,
,5.53E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.055 per GB-Month of ONTAP backup storage - Asia Pacific (Sydney),Usage-Based,2025-03-12 11:00:00+00:00,2025-03-12 10:00:00+00:00,,,,,,0.0012892829,GB-Months,5.53E-05,0.042899971759,5.53E-05,Amazon Web Services Australia Pty Ltd,7.09E-05,0.055,Standard,0.0012892829,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:sfk:nc-fbhgurnfg-7:057816637909:onpxhc/onpxhc-5768o1n0p3snpsp31,,,Storage,Amazon FSx,UBUU95WUVH95QV7U,UBUU95WUVH95QV7U.JRTCKXETXF.6YS6EN2CT7,57816637909,gsafj-pbecbengrvg-rdhvcceq-cebq,[],"[[""total_discount"", -1.56003e-05], [""bundled_discount"", 0.0], [""edp_discount"", -1.56003e-05]]",CreateFileSystem:ONTAP,AmazonFSx,APS2-BackupUsage,"{""application"": ""gsafj-pbecvg-rdhvc-cebq"", ""environment"": null, ""cost_center"": null}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.006 per provisioned IOPS-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-01 04:00:00+00:00,2025-03-01 03:00:00+00:00,,,,,,0,IOPS-Months,0,0.00468000000001,0,Amazon Web Services Australia Pty Ltd,0,0.006,Standard,0,IOPS-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-57prps06snp5n4qrp,,,Storage,Amazon Elastic Compute Cloud,69EGQ83GFYZBFNWU,69EGQ83GFYZBFNWU.JRTCKXETXF.6YS6EN2CT7,176817837311,gsafj-pbr-rdhvcfcg-abacebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-IOPS.gp3,"{""application"": ""gsafj-pbr-rdhvcfcg-abacebq"", ""environment"": null, ""cost_center"": null}"
