AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,x_CostCategories,x_Discounts,x_Operation,x_ServiceCode,x_UsageType,Tags
,3.99E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.098 per GB - Asia Pacific (Sydney) data transfer to Asia Pacific (Seoul),Usage-Based,2025-03-08 22:00:00+00:00,2025-03-08 21:00:00+00:00,,,,,,5.22E-07,GB,3.99E-08,0.076510067114,3.99E-08,Amazon Web Services Australia Pty Ltd,5.11E-08,0.098,Standard,5.22E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gsafj-801773488168-abacebq,,bucket,Storage,Amazon Simple Storage Service,GHV2K67N2WSSBCK8,GHV2K67N2WSSBCK8.JRTCKXETXF.6YS6EN2CT7,573165919612,gsafj-nalpybhq-ppe-cebq,[],"[[""total_discount"", -1.12e-08], [""bundled_discount"", 0.0], [""edp_discount"", -1.12e-08]]",ReadACL,AmazonS3,APS2-APN2-AWS-Out-Bytes,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": ""5555679335""}"
,0.0253272713,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,2025-03-13 00:00:00+00:00,2025-03-12 23:00:00+00:00,,,,,,0.5903792843,GB-Months,0.0253272713,0.042900000006,0.0253272713,Amazon Web Services Australia Pty Ltd,0.0324708606,0.055,Standard,0.5903792843,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:996429845353:fancfubg/fanc-582o08po98s5p23s2,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,996429845353,fg-svanaprvg-ncc-abacebq,[],"[[""total_discount"", -0.0071435893], [""bundled_discount"", 0.0], [""edp_discount"", -0.0071435893]]",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage,"{""application"": ""FLG577344"", ""environment"": null, ""cost_center"": ""Hanyybpngrq""}"
,7.80E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$1 per 1,000,000 requests for AWS Glue Data Catalog request",Usage-Based,2025-03-08 06:00:00+00:00,2025-03-08 05:00:00+00:00,,,,,,1,Requests,7.80E-07,7.80E-07,7.80E-07,Amazon Web Services Australia Pty Ltd,1.00E-06,1.00E-06,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ca-central-1,Canada (Central),,,,Analytics,AWS Glue,4JSDAGJUPQFRUMAN,4JSDAGJUPQFRUMAN.JRTCKXETXF.6YS6EN2CT7,869691865535,gsafj-zuf-njfgnavhz-cebq,[],"[[""total_discount"", -2.2e-07], [""bundled_discount"", 0.0], [""edp_discount"", -2.2e-07]]",Request,AWSGlue,CAN1-Catalog-Request,
,0.0013572,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00174 per Instance-hrs for EC2-Scanning in Asia Pacific (Sydney),Usage-Based,2025-03-17 14:00:00+00:00,2025-03-17 13:00:00+00:00,,,,,,1,Instance-Hours,0.0013572,0.0013572,0.0013572,Amazon Web Services Australia Pty Ltd,0.00174,0.00174,Standard,1,Instance-Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:176817837311:vafgnapr/v-54s8r65s3s2q06p51,,,Security,Amazon Inspector,3RS7K65H7WVBUJP4,3RS7K65H7WVBUJP4.JRTCKXETXF.6YS6EN2CT7,176817837311,gsafj-pbr-rdhvcfcg-abacebq,[],"[[""total_discount"", -0.0003828], [""bundled_discount"", 0.0], [""edp_discount"", -0.0003828]]",active,AmazonInspectorV2,APS2-EC2-Scanning,"{""application"": ""gsafj-pbr-rdhvcfcg-abacebq"", ""environment"": null, ""cost_center"": null}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-09 01:00:00+00:00,2025-03-09 00:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),608990296371-ffz-pbzznaq-bhgchg,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,608990296371,gsafj-qge-vasenfrp-cebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadLogProps,AmazonS3,APS2-Requests-Tier2,"{""application"": ""gsafj-qge-vasenfrp-cebq"", ""environment"": null, ""cost_center"": ""5555679315""}"
,3.54E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.020 per GB - All data transfer out to Origin (US),Usage-Based,2025-03-10 06:00:00+00:00,2025-03-10 05:00:00+00:00,,,,,,1.77E-05,GB,3.54E-07,0.020002600677,3.54E-07,Amazon Web Services Australia Pty Ltd,3.54E-07,0.02,Standard,1.77E-05,GB,AWS,Amazon Web Services Australia Pty Ltd,us-east-1,United States,nea:njf:pybhqsebag::646924912074:qvfgevohgvba/R805XIZJ7VD584,,distribution,Networking,Amazon CloudFront,AGSZEF5XC2MG4FUH,AGSZEF5XC2MG4FUH.JRTCKXETXF.6YS6EN2CT7,646924912074,gsafj-nqfg-qvpr-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",POST,AmazonCloudFront,US-DataTransfer-Out-OBytes,"{""application"": null, ""environment"": null, ""cost_center"": null}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-07 17:00:00+00:00,2025-03-07 16:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gsafj-136861137137-abacebq,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,573165919612,gsafj-nalpybhq-ppe-cebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadBucketPolicyStatus,AmazonS3,APS2-Requests-Tier2,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": ""5555679335""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.006 per provisioned IOPS-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-16 01:00:00+00:00,2025-03-16 00:00:00+00:00,,,,,,0,IOPS-Months,0,0.00468,0,Amazon Web Services Australia Pty Ltd,0,0.006,Standard,0,IOPS-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-571672qnps808o8r0,,,Storage,Amazon Elastic Compute Cloud,69EGQ83GFYZBFNWU,69EGQ83GFYZBFNWU.JRTCKXETXF.6YS6EN2CT7,57816637909,gsafj-pbecbengrvg-rdhvcceq-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-IOPS.gp3,"{""application"": ""GAJ578540"", ""environment"": null, ""cost_center"": ""Hanyybpngrq""}"
,1.01E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.098 per GB - Asia Pacific (Sydney) data transfer to Asia Pacific (Singapore),Usage-Based,2025-03-08 20:00:00+00:00,2025-03-08 19:00:00+00:00,,,,,,1.32E-07,GB,1.01E-08,0.076399394856,1.01E-08,Amazon Web Services Australia Pty Ltd,1.30E-08,0.098,Standard,1.32E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),ffr-abacebq-qrcybl,,bucket,Storage,Amazon Simple Storage Service,A5D7Z56NXH3BX3GT,A5D7Z56NXH3BX3GT.JRTCKXETXF.6YS6EN2CT7,67078641175,gsafj-pw-ffr-abacebq,[],"[[""total_discount"", -2.9e-09], [""bundled_discount"", 0.0], [""edp_discount"", -2.9e-09]]",ReadLocation,AmazonS3,APS2-APS1-AWS-Out-Bytes,"{""application"": ""gsafj-pw-ffr-abacebq"", ""environment"": null, ""cost_center"": ""5555696539""}"
,0.0006552,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00084 per Hourly for Lambda-Code-Scanning in Asia Pacific (Sydney),Usage-Based,2025-03-14 22:00:00+00:00,2025-03-14 21:00:00+00:00,,,,,,1,Hourly,0.0006552,0.0006552,0.0006552,Amazon Web Services Australia Pty Ltd,0.00084,0.00084,Standard,1,Hourly,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ynzoqn:nc-fbhgurnfg-7:285231772679:shapgvba:nnv-uf-fpngf-ongpu-fqf-vatrfgvba-abacebq-trg-fpngf-ongpu-gb-f8:$YNGRFG,,,Security,Amazon Inspector,K249PV564CP5W2ZD,K249PV564CP5W2ZD.JRTCKXETXF.6YS6EN2CT7,285231772679,gsafj-nnv-zbovyvgl-abacebq,[],"[[""total_discount"", -0.0001848], [""bundled_discount"", 0.0], [""edp_discount"", -0.0001848]]",active,AmazonInspectorV2,APS2-Lambda-Code-Scanning,
,1.01E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.098 per GB - Asia Pacific (Sydney) data transfer to US East (Northern Virginia),Usage-Based,2025-03-07 15:00:00+00:00,2025-03-07 14:00:00+00:00,,,,,,1.32E-07,GB,1.01E-08,0.076399394856,1.01E-08,Amazon Web Services Australia Pty Ltd,1.30E-08,0.098,Standard,1.32E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),atvak-qri-nyo,,bucket,Storage,Amazon Simple Storage Service,PM7SF7GUUSEM94ZC,PM7SF7GUUSEM94ZC.JRTCKXETXF.6YS6EN2CT7,700886728947,gsafj-rnv-ncvtj57-abacebq,[],"[[""total_discount"", -2.9e-09], [""bundled_discount"", 0.0], [""edp_discount"", -2.9e-09]]",ReadBucketPolicyStatus,AmazonS3,APS2-USE1-AWS-Out-Bytes,"{""application"": ""GVOPB RVC RFO"", ""environment"": ""DEV"", ""cost_center"": ""637666""}"
,0.0009746647,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,2025-03-14 00:00:00+00:00,2025-03-13 23:00:00+00:00,,,,,,0.1041308436,GB-Months,0.0009746647,0.009360000037,0.0009746647,Amazon Web Services Australia Pty Ltd,0.0012495701,0.012,Standard,0.1041308436,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:onpxhc:nc-fbhgurnfg-7:790639323661:erpbirel-cbvag:q4pp0p81-6r96-9646-4o3n-156r07o2n8q9,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,790639323661,gsafj-uf-izp-cebq,[],"[[""total_discount"", -0.0002749054], [""bundled_discount"", 0.0], [""edp_discount"", -0.0002749054]]",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine,"{""application"": ""IZP Ubfgvat"", ""environment"": null, ""cost_center"": null}"
,2.14E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.033 per GB-mo of log storage - Asia Pacific (Sydney),Usage-Based,2025-03-14 09:00:00+00:00,2025-03-14 08:00:00+00:00,,,,,,8.31E-05,GB-Months,2.14E-06,0.025739568764,2.14E-06,Amazon Web Services Australia Pty Ltd,2.74E-06,0.033,Standard,8.31E-05,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ybtf:nc-fbhgurnfg-7:285231772679:ybt-tebhc:/njf/ynzoqn/bcf-rgy-hng-ynxr-nsgreqnex-ynzoqn-rkgenpgQngnFrg6,,,Management and Governance,AmazonCloudWatch,SXS5MH23MB3SHA9C,SXS5MH23MB3SHA9C.JRTCKXETXF.6YS6EN2CT7,285231772679,gsafj-nnv-zbovyvgl-abacebq,[],"[[""total_discount"", -6.032e-07], [""bundled_discount"", 0.0], [""edp_discount"", -6.032e-07]]",HourlyStorageMetering,AmazonCloudWatch,APS2-TimedStorage-ByteHrs,"{""application"": ""gsafj-nnv-zbovyvgl-abacebq"", ""environment"": null, ""cost_center"": ""5555686584""}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-17 10:00:00+00:00,2025-03-17 09:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),f8-freire-npprff-ybtf-824722370309,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,824722370309,gsafj-pfg-gvez-cebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadBucketPolicy,AmazonS3,APS2-Requests-Tier2,"{""application"": ""gsafj-pfg-gvez-cebq"", ""environment"": null, ""cost_center"": null}"
,0.0127819355,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.096 per GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Sydney),Usage-Based,2025-03-16 23:00:00+00:00,2025-03-16 22:00:00+00:00,,,,,,0.1706989247,GB-Months,0.0127819355,0.074880000108,0.0127819355,Amazon Web Services Australia Pty Ltd,0.0163870968,0.096,Standard,0.1706989247,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-535sp12p570379p1o,,volume,Storage,Amazon Elastic Compute Cloud,QR74UAP3E9WUYT9B,QR74UAP3E9WUYT9B.JRTCKXETXF.6YS6EN2CT7,483708003745,gsafj-pbecbengrvg-rdhvcqri-abacebq,[],"[[""total_discount"", -0.0036051613], [""bundled_discount"", 0.0], [""edp_discount"", -0.0036051613]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeUsage.gp3,"{""application"": ""gsafj-pbecbengrvg-rdhvcqri-abacebq"", ""environment"": null, ""cost_center"": ""6555637679""}"
,1.26E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.008 per used Application load balancer capacity unit-hour (or partial hour),Usage-Based,2025-03-13 22:00:00+00:00,2025-03-13 21:00:00+00:00,,,,,,0.0020172821,LCU-Hours,1.26E-05,0.006239980021,1.26E-05,Amazon Web Services Australia Pty Ltd,1.61E-05,0.008,Standard,0.0020172821,LCU-Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rynfgvpybnqonynapvat:nc-fbhgurnfg-7:938828427530:ybnqonynapre/ncc/hng-pf-vvzf-ncc-nyo-vag-ncfr7/n249p1149542775r,,,Networking,Elastic Load Balancing,6CFSD9EDEA5XS33F,6CFSD9EDEA5XS33F.JRTCKXETXF.6YS6EN2CT7,938828427530,gsafj-pf-pfbyhgvbaf-abacebq,[],"[[""total_discount"", -3.5504e-06], [""bundled_discount"", 0.0], [""edp_discount"", -3.5504e-06]]",LoadBalancing:Application,AWSELB,APS2-LCUUsage,"{""application"": ""FLG578978"", ""environment"": ""SIT"", ""cost_center"": ""C.5528314.50.559.556""}"
,0.0010864086,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,2025-03-13 00:00:00+00:00,2025-03-12 23:00:00+00:00,,,,,,0.1160692999,GB-Months,0.0010864086,0.009359999595,0.0010864086,Amazon Web Services Australia Pty Ltd,0.0013928316,0.012,Standard,0.1160692999,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:onpxhc:nc-fbhgurnfg-7:790639323661:erpbirel-cbvag:738s4628-2rs2-942n-42ro-60658s7o4536,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,790639323661,gsafj-uf-izp-cebq,[],"[[""total_discount"", -0.000306423], [""bundled_discount"", 0.0], [""edp_discount"", -0.000306423]]",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine,"{""application"": ""IZP Ubfgvat"", ""environment"": null, ""cost_center"": null}"
,0.019656,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.0252 per Application LoadBalancer-hour (or partial hour),Usage-Based,2025-03-14 03:00:00+00:00,2025-03-14 02:00:00+00:00,,,,,,1,Hours,0.019656,0.019656,0.019656,Amazon Web Services Australia Pty Ltd,0.0252,0.0252,Standard,1,Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rynfgvpybnqonynapvat:nc-fbhgurnfg-7:506175825064:ybnqonynapre/ncc/rsn-hn-VagNc-Rya7yjjiSAxP/1s8s6883pp0826p5,,,Networking,Elastic Load Balancing,M84CYHYUVJ4USFHD,M84CYHYUVJ4USFHD.JRTCKXETXF.6YS6EN2CT7,506175825064,gsafj-qpvf-gav-abacebq,[],"[[""total_discount"", -0.005544], [""bundled_discount"", 0.0], [""edp_discount"", -0.005544]]",LoadBalancing:Application,AWSELB,APS2-LoadBalancerUsage,"{""application"": ""rsn"", ""environment"": ""uat"", ""cost_center"": null}"
ap-southeast-2,2.34E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00003/sec Automation Script Duration in AWS Commercial Regions,Usage-Based,2025-03-02 09:00:00+00:00,2025-03-02 08:00:00+00:00,,,,,,1000,Units,2.34E-05,2.34E-08,2.34E-05,Amazon Web Services Australia Pty Ltd,3.00E-05,3.00E-08,Standard,1000,Units,AWS,Amazon Web Services Australia Pty Ltd,global,Any,2pon1pn2-6rr8-9875-n639-10669po963nn,,,Management and Governance,AWS Systems Manager,DNUDDCF468HABDSY,DNUDDCF468HABDSY.JRTCKXETXF.XCXBHCFFQ2,110780570035,ezf-onuf-njf-abacebq,[],"[[""total_discount"", -6.6e-06], [""bundled_discount"", 0.0], [""edp_discount"", -6.6e-06]]",CountAutomation,AWSSystemsManager,AWS-Auto-ScriptDuration-Tier3,
,1.97E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.094 per GB - next 100 TB / month data transfer out,Usage-Based,2025-03-07 05:00:00+00:00,2025-03-07 04:00:00+00:00,,,,,,2.69E-07,GB,1.97E-08,0.073179791976,1.97E-08,Amazon Web Services Australia Pty Ltd,2.53E-08,0.094,Standard,2.69E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gav-fgntr-ezf-fcn,,bucket,Storage,Amazon Simple Storage Service,KRXM4TG87VW2NPHA,KRXM4TG87VW2NPHA.JRTCKXETXF.N9EW5UVVPA,490008289305,gsafj-qpvf-gav-fgntr,[],"[[""total_discount"", -5.6e-09], [""bundled_discount"", 0.0], [""edp_discount"", -5.6e-09]]",ReadLogProps,AmazonS3,APS2-DataTransfer-Out-Bytes,"{""application"": ""gsafj-qpvf-gav-fgntr"", ""environment"": null, ""cost_center"": ""5555697595""}"
ap-southeast-2,0.0005772,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00074 per hour for units of write capacity beyond the free tier,Usage-Based,2025-03-15 00:00:00+00:00,2025-03-14 23:00:00+00:00,,,,,,1,WriteCapacityUnit-Hours,0.0005772,0.0005772,0.0005772,Amazon Web Services Australia Pty Ltd,0.00074,0.00074,Standard,1,WriteCapacityUnit-Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:qlanzbqo:nc-fbhgurnfg-7:080088901796:gnoyr/greensbez-cebq-fgngr-ybpx-qlanzbqo,,,Databases,Amazon DynamoDB,T6KJVJSJPZ5HDA38,T6KJVJSJPZ5HDA38.JRTCKXETXF.E63J5HTPNN,80088901796,gsafj-qpvf-gav-cebq,[],"[[""total_discount"", -0.0001628], [""bundled_discount"", 0.0], [""edp_discount"", -0.0001628]]",CommittedThroughput,AmazonDynamoDB,APS2-WriteCapacityUnit-Hrs,
,0.00032526,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.000417 per Hourly for Lambda-Standard-Scanning in Asia Pacific (Sydney),Usage-Based,2025-03-17 15:00:00+00:00,2025-03-17 14:00:00+00:00,,,,,,1,Hourly,0.00032526,0.00032526,0.00032526,Amazon Web Services Australia Pty Ltd,0.000417,0.000417,Standard,1,Hourly,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ynzoqn:nc-fbhgurnfg-7:234622589025:shapgvba:bcf-rgy-qd-nhgb-bcny-genafvg-fgbc-ehyrf-ynzoqn:$YNGRFG,,,Security,Amazon Inspector,G7Y2QK7F83H9VNDQ,G7Y2QK7F83H9VNDQ.JRTCKXETXF.6YS6EN2CT7,234622589025,gsafj-nnv-qngncyngsbez-cebq,[],"[[""total_discount"", -9.174e-05], [""bundled_discount"", 0.0], [""edp_discount"", -9.174e-05]]",active,AmazonInspectorV2,APS2-Lambda-Standard-Scanning,
,0.0001242732,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.059 per GB Data Processed by NAT Gateways,Usage-Based,2025-03-16 06:00:00+00:00,2025-03-16 05:00:00+00:00,,,,,,0.0027004182,GB,0.0001242732,0.046019983127,0.0001242732,Amazon Web Services Australia Pty Ltd,0.0001593247,0.059,Standard,0.0027004182,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:313325734258:angtngrjnl/ang-54sr30pn59605459n,,,Compute,Amazon Elastic Compute Cloud,KSHYFCUNWFSUXCAV,KSHYFCUNWFSUXCAV.JRTCKXETXF.6YS6EN2CT7,313325734258,gsafj-qge-vasenfrp-abacebq,[],"[[""total_discount"", -3.50514e-05], [""bundled_discount"", 0.0], [""edp_discount"", -3.50514e-05]]",NatGateway,AmazonEC2,APS2-NatGateway-Bytes,"{""application"": ""gsafj-qge-vasenfrp-abacebq"", ""environment"": null, ""cost_center"": ""5555679315""}"
,0.0100645161,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.096 per GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Sydney),Usage-Based,2025-03-18 10:00:00+00:00,2025-03-18 09:00:00+00:00,,,,,,0.1344086022,GB-Months,0.0100645161,0.074879999756,0.0100645161,Amazon Web Services Australia Pty Ltd,0.0129032258,0.096,Standard,0.1344086022,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-5qoq84p3p241126n8,,volume,Storage,Amazon Elastic Compute Cloud,QR74UAP3E9WUYT9B,QR74UAP3E9WUYT9B.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", -0.0028387097], [""bundled_discount"", 0.0], [""edp_discount"", -0.0028387097]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeUsage.gp3,"{""application"": ""QEVIRF Ertvfgel Cebprffbef"", ""environment"": null, ""cost_center"": ""5555637688""}"
,2.06E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier,Usage-Based,2025-03-07 20:00:00+00:00,2025-03-07 19:00:00+00:00,,,,,,2.93E-07,GB,2.06E-08,0.07021131561,2.06E-08,Amazon Web Services Australia Pty Ltd,2.64E-08,0.09,Standard,2.93E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,us-east-1,US East (N. Virginia),ps-grzcyngrf-09wyd9o8ducy-hf-rnfg-6,,bucket,Storage,Amazon Simple Storage Service,HQEH3ZWJVT46JHRG,HQEH3ZWJVT46JHRG.JRTCKXETXF.Q3Z75P77EN,257771087276,gsafj-rhfn-rvnz-cebq,[],"[[""total_discount"", -5.8e-09], [""bundled_discount"", 0.0], [""edp_discount"", -5.8e-09]]",ReadCostAllocation,AmazonS3,DataTransfer-Out-Bytes,
